Trial,RiskType,TimeType,RewardType,Reward,Shock,Offset,ITI,LeftKey,FixOnset,RiskOnset,RewardOnset,ResponseType,ResponseOnset,ResponseTime,ResponseUncertainty,ResultOnset,ShockOnset
1,1,1,2,0.53,0,0,10.5,0,0.11439,10.5622,11.1197,0,12.6101,1.4904,0.00065979,14.0372,
2,2,1,1,0.13,0,1,9.625,0,15.7856,25.4185,25.9253,0,26.914,0.98862,0.00067959,28.9078,
3,2,1,3,0.91,1,0,11.375,1,30.6676,42.055,42.5664,1,44.2171,1.6507,0.00064367,45.5374,46.7707
4,3,1,1,0.15,1,1,9.625,1,47.2871,56.935,57.4349,0,58.673,1.2382,0.00065246,60.415,
5,1,1,2,0.61,0,1,10.5,0,62.167,72.6813,73.1812,1,74.4082,1.2271,0.00065026,76.1637,
6,3,1,1,0.31,1,0,11.375,0,77.9137,89.3128,89.8127,0,90.9762,1.1635,0.00065026,92.7934,
7,3,1,3,0.79,1,0,10.5,0,94.5456,105.0615,105.5614,0,106.5517,0.9903,0.00065026,108.5443,
8,1,1,1,0.1,0,0,10.5,0,110.306,120.8268,121.3203,1,123.2875,1.9672,0.00065833,124.29299999999999,
9,3,1,2,0.58,1,1,9.625,0,126.0525,135.6922,136.2002,0,137.3108,1.1106,0.0006487999999999999,139.1752,
10,3,1,2,0.36,1,0,11.375,1,140.9251,152.3242,152.8241,0,154.1828,1.3587,0.00065246,155.80700000000002,
11,1,1,3,0.82,0,0,10.5,1,157.55700000000002,168.0763,168.5762,1,169.7102,1.1341,0.00064587,171.5557,
12,3,1,1,0.22,1,0,10.5,1,173.3083,183.8059,184.3058,0,185.4935,1.1877,0.0006532,187.305,
13,3,1,3,0.87,0,0,10.5,1,189.0548,199.5702,200.0856,0,201.2134,1.1278,0.00064587,203.0531,
14,1,1,2,0.45,0,0,10.5,0,204.8031,215.3356,215.8355,1,217.1013,1.2658,0.0006532,218.8018,
15,2,1,3,0.7,0,1,9.625,0,220.5643,230.1842,230.71200000000002,0,231.9971,1.2851,0.00065613,233.6839,
16,1,1,1,0.27,0,1,10.5,1,235.4339,245.9664,246.4663,1,247.6127,1.1464,0.00064953,249.4409,
17,2,1,2,0.4,0,0,11.375,0,251.1904,262.58799999999997,263.0879,1,264.3081,1.2202,0.00065173,266.0705,
18,1,1,1,0.18,0,0,10.5,1,267.8203,278.3345,278.8343,1,280.0758,1.2414,0.00064953,281.8168,
19,1,1,3,0.74,0,0,10.5,0,283.5665,294.0955,294.5974,1,295.8033,1.2059,0.00064953,297.5634,
20,3,1,2,0.52,1,0,10.5,1,299.313,309.8443,310.3443,0,311.7471,1.4028,0.00064733,313.3272,
21,1,1,1,0.34,0,1,9.625,0,315.077,324.7264,325.2264,1,326.3949,1.1685,0.0006487999999999999,328.2062,
22,3,1,3,0.7,1,0,11.375,1,329.95599999999996,341.3417,341.8533,0,343.0179,1.1646,0.0006487999999999999,344.8247,
23,2,1,2,0.65,0,1,9.625,0,346.5854,356.2333,356.7332,0,357.8182,1.0849,0.000651,359.7067,
