Trial,RiskType,TimeType,RewardType,Reward,Shock,Offset,ITI,LeftKey,FixOnset,RiskOnset,RewardOnset,ResponseType,ResponseOnset,ResponseTime,ResponseUncertainty,ResultOnset,ShockOnset
1,1,1,2,0.53,0,0,10.5,0,0.11757999999999999,10.5652,11.1321,1,12.0423,0.9102,0.00067592,14.0326,
2,2,1,1,0.13,0,1,9.625,0,15.7806,25.4119,25.9284,0,26.8892,0.96081,0.00065833,28.9109,
3,2,1,3,0.91,1,0,11.375,1,30.6606,42.0581,42.5717,1,43.4891,0.9174200000000001,0.00064293,45.5281,46.7715
4,3,1,1,0.15,1,1,9.625,1,47.2901,56.938,57.4379,0,58.481,1.0431,0.00064733,60.4038,
5,1,1,2,0.61,0,1,10.5,0,62.1701,72.6844,73.1843,1,74.1443,0.96004,0.0006487999999999999,76.1668,
6,3,1,1,0.31,1,0,11.375,0,77.9165,89.3164,89.8167,1,91.064,1.2473,0.00067079,92.7963,94.0276
7,3,1,3,0.79,1,0,10.5,0,94.546,105.0603,105.5602,1,106.5994,1.0392,0.00065393,108.5428,109.7819
8,1,1,1,0.1,0,0,10.5,0,110.31,120.8234,121.3233,0,122.4634,1.1401,0.0006466,124.3002,
9,3,1,2,0.58,1,1,9.625,0,126.0555,135.7034,136.1895,1,137.8788,1.6893,0.0006532,139.1741,140.4123
10,3,1,2,0.36,1,0,11.375,1,140.9354,152.3329,152.8328,0,154.0464,1.2136,0.00065026,155.799,
11,1,1,3,0.82,0,0,10.5,1,157.5666,168.0793,168.5792,1,169.6063,1.0271,0.00065173,171.5618,
12,3,1,1,0.22,1,0,10.5,1,173.3114,183.8295,184.3298,0,185.5018,1.172,0.0006443999999999999,187.3145,
13,3,1,3,0.87,0,0,10.5,1,189.0654,199.5888,200.0887,1,201.4934,1.4047,0.00064806,203.0556,
14,1,1,2,0.45,0,0,10.5,0,204.8209,215.3283,215.8452,1,216.9169,1.0716,0.0006553999999999999,218.8176,
15,2,1,3,0.7,0,1,9.625,0,220.5673,230.2155,230.7192,1,231.9326,1.2134,0.0006466,233.6975,
16,1,1,1,0.27,0,1,10.5,1,235.4472,245.9616,246.4615,1,247.7086,1.2471,0.00064953,249.445,
17,2,1,2,0.4,0,0,11.375,0,251.1959,262.5911,263.091,1,264.42,1.329,0.00065393,266.0736,
18,1,1,1,0.18,0,0,10.5,1,267.8232,278.3426,278.8428,1,279.9399,1.0971,0.0006466,281.8275,
19,1,1,3,0.74,0,0,10.5,0,283.5784,294.1006,294.6006,1,296.0748,1.4743,0.00065613,297.5686,
20,3,1,2,0.52,1,0,10.5,1,299.3326,309.847,310.3583,1,311.3708,1.0124,0.000651,313.3294,314.5649
21,1,1,1,0.34,0,1,9.625,0,315.0791,324.7152,325.2323,1,326.6665,1.4343,0.00064513,328.2092,
22,3,1,3,0.7,1,0,11.375,1,329.959,341.3568,341.8571,1,343.0584,1.2013,0.0006487999999999999,344.839,346.0701
23,2,1,2,0.65,0,1,9.625,0,346.5927,356.2196,356.7195,1,357.9057,1.1862,0.00064293,359.7158,
24,2,1,2,0.49,1,0,11.375,1,361.4685,372.839,373.3726,1,374.2815,0.90894,0.00064806,376.3407,377.5768
