Trial,RiskType,TimeType,RewardType,Reward,Shock,Offset,ITI,LeftKey,FixOnset,RiskOnset,RewardOnset,ResponseType,ResponseOnset,ResponseTime,ResponseUncertainty,ResultOnset,ShockOnset
1,1,1,2,0.53,0,0,10.5,0,0.1624,10.5585,11.1255,1,13.129000000000001,2.0035,0.00066638,14.0375,
2,2,1,1,0.13,0,1,9.625,0,15.7866,25.4246,25.9249,1,28.7125,2.7876,0.00067371,28.9094,
3,2,1,3,0.91,1,0,11.375,1,30.6604,42.0341,42.5625,1,44.2245,1.6619,0.00065245,45.5341,46.7719
4,3,1,1,0.15,1,1,9.625,1,47.285,56.9396,57.4399,0,59.1677,1.7278,0.00065099,60.4131,
5,1,1,2,0.61,0,1,10.5,0,62.1626,72.6804,73.1807,1,74.767,1.5864,0.00064879,76.1652,
6,3,1,1,0.31,1,0,11.375,0,77.9162,89.3061,89.822,0,91.9265,2.1045,0.00064879,92.79,
7,3,1,3,0.79,1,0,10.5,0,94.5408,105.069,105.5688,1,106.8057,1.2368,0.00064952,108.5474,109.7789
8,1,1,1,0.1,0,0,10.5,0,110.301,120.8152,121.3203,1,123.07700000000001,1.7567,0.00064586,124.2976,
9,3,1,2,0.58,1,1,9.625,0,126.0471,135.6949,136.1947,1,137.8286,1.6339,0.00067884,139.1786,140.4091
10,3,1,2,0.36,1,0,11.375,1,140.9296,152.3184,152.8241,0,154.8037,1.9796,0.00065465,155.8065,
11,1,1,3,0.82,0,0,10.5,1,157.5562,168.0703,168.5761,1,169.9392,1.3631,0.00067518,171.5527,
12,3,1,1,0.22,1,0,10.5,1,173.3023,183.8334,184.3169,0,185.9865,1.6696,0.00065172,187.3015,
13,3,1,3,0.87,0,0,10.5,1,189.0525,199.5794,200.0792,1,201.3612,1.2819999999999998,0.0013746,203.0618,
14,1,1,2,0.45,0,0,10.5,0,204.8113,215.3321,215.832,1,217.3292,1.4973,0.00064952,218.8078,
15,2,1,3,0.7,0,1,9.625,0,220.5675,230.2054,230.7057,1,232.0329,1.3272,0.00065392,233.6903,
16,1,1,1,0.27,0,1,10.5,1,235.4412,245.963,246.4679,1,248.0804,1.6124,0.00064586,249.4337,
17,2,1,2,0.4,0,0,11.375,0,251.1834,262.5876,263.0878,1,264.312,1.2242,0.00065685,266.0632,
18,1,1,1,0.18,0,0,10.5,1,267.8233,278.3436,278.8453,1,280.1032,1.2579,0.00064732,281.8133,
19,1,1,3,0.74,0,0,10.5,0,283.5756,294.0897,294.5896,1,295.7987,1.2091,0.00065759,297.5722,
20,3,1,2,0.52,1,0,10.5,1,299.3217,309.8434,310.3436,1,312.334,1.9903,0.00065172,313.3283,314.5597
21,1,1,1,0.34,0,1,9.625,0,315.0792,324.7005,325.2007,1,326.3336,1.1329,0.00065539,328.202,
22,3,1,3,0.7,1,0,11.375,1,329.9529,341.3418,341.8282,1,342.9969,1.1687,0.00065245,344.8272,346.0658
23,2,1,2,0.65,0,1,9.625,0,346.5775,356.2155,356.7157,1,358.1802,1.4645,0.00065319,359.7069,
