Trial,RiskType,TimeType,RewardType,Reward,Shock,Offset,ITI,LeftKey,FixOnset,RiskOnset,RewardOnset,ResponseType,ResponseOnset,ResponseTime,ResponseUncertainty,ResultOnset,ShockOnset
1,1,1,2,0.53,0,0,10.5,0,0.11404,10.5497,11.1286,1,12.5939,1.4653,0.00066785,14.0363,
2,2,1,1,0.13,0,1,9.625,0,15.7857,25.4248,25.9247,0,28.1452,2.2205,0.00066126,28.9085,
3,2,1,3,0.91,1,0,11.375,1,30.6595,42.0374,42.5601,1,43.888999999999996,1.3289,0.00064439,45.5366,46.7706
4,3,1,1,0.15,1,1,9.625,1,47.2862,56.9389,57.4392,0,59.1682,1.729,0.00077709,60.4164,
5,1,1,2,0.61,0,1,10.5,0,62.1661,72.6803,73.1801,1,74.4319,1.2518,0.00064293,76.1648,
6,3,1,1,0.31,1,0,11.375,0,77.9157,89.3097,89.8215,0,91.8393,2.0177,0.00063853,92.7921,
7,3,1,3,0.79,1,0,10.5,0,94.5418,105.0622,105.5558,0,106.8869,1.3311,0.00065099,108.54700000000001,
8,1,1,1,0.1,0,0,10.5,0,110.3047,120.819,121.3201,1,122.7265,1.4065,0.00065246,124.288,
9,3,1,2,0.58,1,1,9.625,0,126.051,135.6937,136.1988,1,139.1548,2.9561,0.00064293,139.1645,140.4082
10,3,1,2,0.36,1,0,11.375,1,140.9295,152.3283,152.8186,0,154.1576,1.339,0.00064439,155.8034,
11,1,1,3,0.82,0,0,10.5,1,157.5542,168.0764,168.5763,1,169.917,1.3407,0.00064146,171.5568,
12,3,1,1,0.22,1,0,10.5,1,173.3066,183.8208,184.3339,0,185.5965,1.2626,0.00064146,187.3033,
13,3,1,3,0.87,0,0,10.5,1,189.0528,199.5838,200.0837,1,202.0921,2.0085,0.0006377999999999999,203.0594,
14,1,1,2,0.45,0,0,10.5,0,204.8104,215.3322,215.8324,1,217.7477,1.9153,0.00064586,218.8124,
15,2,1,3,0.7,0,1,9.625,0,220.56799999999998,230.2099,230.7098,1,232.5551,1.8453,0.00064293,233.6911,
16,1,1,1,0.27,0,1,10.5,1,235.4419,245.9637,246.4639,1,247.9387,1.4748,0.00072577,249.4385,
