Trial,RiskType,TimeType,RewardType,Reward,Shock,Offset,ITI,LeftKey,FixOnset,RiskOnset,RewardOnset,ResponseType,ResponseOnset,ResponseTime,ResponseUncertainty,ResultOnset,ShockOnset
99,3,3,3,0.73,0,0,11.375,1,1542.9285,1554.326,1554.8386,1,1555.7503,0.91175,0.00049045,1557.8085,
100,2,3,1,0.3,0,0,10.5,1,1559.5604,1570.089,1570.5894,1,1571.1425,0.55311,0.0010930999999999998,1573.5593,
101,1,3,3,0.9,0,0,10.5,0,1575.3113,1585.8354,1586.3403,1,1587.0371,0.69684,0.00032037,1589.3179,
102,3,3,1,0.26,1,1,9.625,1,1591.0675,1600.6986,1601.2152,1,1601.9008,0.6855600000000001,0.0002214,1604.1932,1605.4275
103,1,3,2,0.48,0,1,10.5,1,1605.9475,1616.4618,1616.9744,1,1617.6855,0.71117,0.0011568,1619.9441,
104,2,3,1,0.08,0,0,11.375,0,1621.6962,1633.0756,1633.5928,1,1634.1403,0.54745,0.00036142,1636.5738,
105,3,3,3,0.9,1,1,9.625,0,1638.3234,1647.9755,1648.4761,1,1649.3879,0.91184,0.00034309,1651.4538,1652.6849
106,2,3,2,0.6,1,1,10.5,1,1653.2034,1663.7264,1664.2175,1,1664.9155,0.69809,0.00043326,1667.2001,1668.4384
107,2,3,2,0.35,0,1,10.5,0,1668.9498,1679.4807,1679.9807,1,1680.5712,0.5905100000000001,0.00045452,1682.9477,
108,3,3,2,0.6,1,1,10.5,1,1684.7128,1695.2281,1695.7286,1,1696.3873,0.65861,0.00076609,1698.7095,1699.9471
