Trial,RiskType,TimeType,RewardType,Reward,Shock,Offset,ITI,LeftKey,FixOnset,RiskOnset,RewardOnset,ResponseType,ResponseOnset,ResponseTime,ResponseUncertainty,ResultOnset,ShockOnset
1,1,1,2,0.53,0,0,10.5,0,0.11274,10.5605,11.1276,0,13.0174,1.8898,0.00067885,14.0299,
2,2,1,1,0.13,0,1,9.625,0,15.7793,25.4069,25.9234,0,27.3687,1.4453,0.00066712,28.9061,
3,2,1,3,0.91,1,0,11.375,1,30.6557,42.0364,42.5704,0,44.4404,1.87,0.00065686,45.5355,
4,3,1,1,0.15,1,1,9.625,1,47.2851,56.9162,57.416000000000004,1,58.6243,1.2082,0.00064439,60.4152,61.6483
5,1,1,2,0.61,0,1,10.5,0,62.1684,72.6792,73.1905,1,75.1193,1.9288,0.00065612,76.1615,
6,3,1,1,0.31,1,0,11.375,0,77.9112,89.2982,89.8152,0,91.0791,1.2639,0.00065026,92.7911,
7,3,1,3,0.79,1,0,10.5,0,94.5407,105.0559,105.5561,0,106.7505,1.1944,0.00065099,108.5407,
8,1,1,1,0.1,0,0,10.5,0,110.3082,120.8012,121.3137,1,123.1738,1.8601,0.00065173,124.3002,
9,3,1,2,0.58,1,1,9.625,0,126.0498,135.6977,136.2043,0,137.7255,1.5212,0.00065466,139.1723,
10,3,1,2,0.36,1,0,11.375,1,140.9297,152.3271,152.8122,1,154.3087,1.4965,0.00064659,155.797,157.037
11,1,1,3,0.82,0,0,10.5,1,157.5592,168.0734,168.5733,1,171.1483,2.575,0.00064733,171.5557,
12,3,1,1,0.22,1,0,10.5,1,173.3055,183.8273,184.3276,0,185.8363,1.5087,0.00066126,187.3121,
13,3,1,3,0.87,0,0,10.5,1,189.0631,199.5849,200.0852,1,202.1955,2.1103,0.00065319,203.0649,
14,1,1,2,0.45,0,0,10.5,0,204.8147,215.329,215.8289,0,217.3955,1.5667,0.00077635,218.8113,
15,2,1,3,0.7,0,1,9.625,0,220.5617,230.2088,230.7087,1,232.8587,2.15,0.00064953,233.6912,
16,1,1,1,0.27,0,1,10.5,1,235.4408,245.9574,246.4576,0,248.6984,2.2408,0.00067812,249.4422,
17,2,1,2,0.4,0,0,11.375,0,251.1932,262.5845,263.0844,1,264.4574,1.3730000000000002,0.00065979,266.0669,
18,1,1,1,0.18,0,0,10.5,1,267.8179,278.3397,278.8473,1,281.5774,2.7301,0.00065466,281.8247,
19,1,1,3,0.74,0,0,10.5,0,283.5795,294.0973,294.5936,1,296.5685,1.9749,0.00065612,297.57599999999996,
20,3,1,2,0.52,1,0,10.5,1,299.3258,309.84,310.3399,1,312.2642,1.9243,0.00067958,313.3231,314.5606
21,1,1,1,0.34,0,1,9.625,0,315.0741,324.7198,325.22900000000004,1,327.0237,1.7947,0.00065246,328.2023,
22,3,1,3,0.7,1,0,11.375,1,329.9519,341.3368,341.8537,0,343.5352,1.6815,0.00065173,344.8318,
23,2,1,2,0.65,0,1,9.625,0,346.5813,356.2291,356.72900000000004,1,357.9826,1.2536,0.00065466,359.7122,
24,2,1,2,0.49,1,0,11.375,1,361.4632,372.8585,373.3584,1,375.0385,1.6801,0.00064733,376.3369,377.5707
25,2,1,2,0.57,0,1,9.625,0,378.0906,387.7426,388.2383,1,389.6862,1.4479,0.00065246,391.2107,
26,2,1,1,0.22,1,1,10.5,1,392.9704,403.4847,403.9846,0,405.9736,1.989,0.00065979,406.9684,
27,1,1,2,0.4,1,0,11.375,1,408.7194,420.1141,420.61400000000003,1,422.2852,1.6713,0.00064953,423.5964,424.829
28,2,1,1,0.27,1,0,10.5,1,425.3461,435.8659,436.3661,1,438.348,1.9819,0.00065392,439.3507,440.5818
29,1,1,3,0.88,0,0,10.5,1,441.1091,451.6235,452.1237,1,453.7159,1.5922,0.00064879,455.1057,
30,3,1,1,0.09,1,1,9.625,0,456.8554,466.5032,467.00300000000004,0,468.5956,1.5926,0.00066345,469.9822,
31,3,1,2,0.44,1,1,10.5,1,471.7331,482.2382,482.7552,0,484.4189,1.6637,0.00064953,485.73199999999997,
32,3,1,3,0.95,1,0,11.375,0,487.4815,498.8797,499.3799,0,501.2744,1.8944,0.00065392,502.3613,
33,2,1,3,0.75,1,0,10.5,1,504.1109,514.6373,515.1376,0,517.2662,2.1287,0.00065979,518.1075,
34,2,1,1,0.06,1,0,10.5,0,519.8572,530.3881,530.888,0,532.5854,1.6974,0.00065173,533.8631,
35,2,1,3,0.83,0,1,9.625,0,535.6141,545.2521,545.7522,0,547.457,1.7048,0.00064733,548.7371,
36,1,1,3,0.66,0,1,10.5,1,550.4879,561.0098,561.5141,0,562.8483,1.3342,0.00065319,564.4966,
37,3,2,3,0.84,1,1,10.5,1,566.2463,576.7674,577.2508,0,579.0319,1.7811,0.00065466,580.243,
38,1,2,3,0.93,0,1,10.5,0,581.9926,592.5083,593.0253,1,594.4557,1.4305,0.00065246,595.9932,
39,3,2,1,0.2,1,0,11.375,1,597.7441,609.1194,609.6331,0,611.5347,1.9016,0.00064953,612.6187,
40,3,2,2,0.41,1,1,9.625,1,614.3688,624.0161,624.5238,0,626.0384,1.5146,0.00065099,627.4984,
41,1,2,2,0.59,0,1,10.5,1,629.2481,639.7791,640.2814,1,642.0223,1.7408,0.00065026,643.2495,
42,1,2,3,0.85,0,1,10.5,1,645.0003,655.5253,656.0252,1,657.4854,1.4601,0.00065539,659.007,
43,3,2,3,0.92,1,0,11.375,1,660.7579,672.1547,672.6546,0,674.293,1.6383,0.00065319,675.6318,
44,2,2,3,0.8,0,1,9.625,0,677.3868,687.0207,687.5178,0,688.9406,1.4228,0.00065686,690.5055,
45,1,2,2,0.37,0,1,10.5,0,692.2565,702.7809,703.2808,1,704.5641,1.2833,0.00068032,706.2633,
46,1,2,3,0.8,1,1,10.5,1,708.0141,718.5438,719.0362,1,720.7797,1.7435,0.00065026,722.0096,723.2484
47,2,2,2,0.62,0,1,10.5,0,723.7717,734.2901,734.7938,0,736.3631,1.5693,0.00064806,737.7617,
48,2,2,1,0.11,1,1,10.5,0,739.5222,750.0197,750.5363,0,752.4189,1.8826,0.00065319,753.5194,
49,3,2,2,0.5,1,0,11.375,0,755.2703,766.6658,767.1761,0,768.8183,1.6422,0.00069424,770.1483,
50,3,2,2,0.63,1,1,9.625,0,771.8979,781.5456,782.05,0,783.7059,1.6559,0.00065026,785.018,
51,2,2,3,0.89,0,0,11.375,1,786.7777,798.1751,798.675,1,801.0409,2.3659,0.00066492,801.6426,
52,1,2,3,0.71,0,1,9.625,0,803.4071,813.0483,813.5548,1,815.3127,1.7579,0.00065759,816.5207,
53,2,2,1,0.19,1,0,11.375,1,818.2841,829.673,830.185,0,832.0084,1.8234,0.0022241999999999995,833.158,
54,2,2,2,0.46,0,0,10.5,1,834.9088,845.4139,845.9309,1,848.1681,2.2372,0.00064806,848.8988,
55,3,2,1,0.07,0,1,9.625,0,850.6626,860.3045,860.8103,0,862.2317,1.4213,0.00065759,863.7761,
56,3,2,2,0.55,1,0,11.375,1,865.5403,876.9292,877.4398,0,878.9668,1.5271,0.00065173,880.414,
57,2,2,3,0.67,1,1,9.625,1,882.165,891.803,892.3033,0,894.2944,1.9911,0.00065832,895.288,
58,2,2,1,0.25,0,0,11.375,1,897.0389,908.4324,908.9323,0,910.702,1.7697,0.00065759,911.9147,
59,3,2,1,0.28,1,0,10.5,1,913.6645,924.1854,924.6857,0,926.053,1.3674,0.00065099,927.6702,
60,1,2,1,0.32,0,1,9.625,0,929.4212,939.0592,939.5595,1,940.7726,1.2131,0.00064806,942.544,
61,3,2,3,0.68,1,1,10.5,1,944.2951,954.8169,955.3214,0,957.4606,2.1391,0.00065099,958.2872,
62,1,2,1,0.07,0,1,10.5,0,960.0536,970.5678,971.0748,1,972.4521,1.3773,0.00065539,974.0503,
