Trial,RiskType,TimeType,RewardType,Reward,Shock,Offset,ITI,LeftKey,FixOnset,RiskOnset,RewardOnset,ResponseType,ResponseOnset,ResponseTime,ResponseUncertainty,ResultOnset,ShockOnset
1,1,1,2,0.53,0,0,10.5,0,0.10745999999999999,10.5718,11.1275,1,12.6008,1.4733,0.00067078,14.0389,
2,2,1,1,0.13,0,1,9.625,0,15.7871,25.4338,25.9181,1,27.1443,1.2262,0.00066712,28.9021,
3,2,1,3,0.91,1,0,11.375,1,30.6696,42.0475,42.5757,1,43.8716,1.2959,0.00064439,45.5298,46.7718
4,3,1,1,0.15,1,1,9.625,1,47.2795,56.9322,57.4324,1,58.9594,1.527,0.00064879,60.4095,61.646
5,1,1,2,0.61,0,1,10.5,0,62.168,72.69,73.1733,1,74.4544,1.2811,0.00065612,76.158,
6,3,1,1,0.31,1,0,11.375,0,77.922,89.3027,89.8192,1,90.9177,1.0985,0.00065832,92.7851,94.0269
7,3,1,3,0.79,1,0,10.5,0,94.5513,105.0718,105.572,1,106.5733,1.0013,0.00065832,108.54799999999999,109.7821
8,1,1,1,0.1,0,0,10.5,0,110.3142,120.8126,121.3129,1,122.7731,1.4602,0.00064952,124.2975,
9,3,1,2,0.58,1,1,9.625,0,126.0484,135.703,136.2033,1,137.4203,1.2171,0.00065319,139.1739,140.4126
10,3,1,2,0.36,1,0,11.375,1,140.9236,152.3276,152.8279,1,154.1236,1.2957,0.00065905,155.8035,157.0419
11,1,1,3,0.82,0,0,10.5,1,157.5634,168.0851,168.5835,1,169.5226,0.9391,0.00071183,171.5533,
12,3,1,1,0.22,1,0,10.5,1,173.3155,183.8297,184.3296,1,186.0264,1.6967,0.00065978,187.3121,188.5471
13,3,1,3,0.87,0,0,10.5,1,189.0618,199.5835,200.0925,1,201.3856,1.2932,0.00065025,203.0683,
14,1,1,2,0.45,0,0,10.5,0,204.8192,215.34099999999998,215.8412,1,217.2969,1.4557,0.00065392,218.8211,
15,2,1,3,0.7,0,1,9.625,0,220.5708,230.2184,230.7184,1,232.0247,1.3063,0.00065685,233.7009,
16,1,1,1,0.27,0,1,10.5,1,235.4505,245.9722,246.4725,1,247.7758,1.3034,0.00065245,249.4469,
17,2,1,2,0.4,0,0,11.375,0,251.1966,262.5968,263.0971,1,264.4954,1.3983,0.00065905,266.0764,
18,1,1,1,0.18,0,0,10.5,1,267.8326,278.3543,278.84,1,280.3027,1.4627,0.00064805,281.8226,
19,1,1,3,0.74,0,0,10.5,0,283.5734,294.1029,294.6029,1,296.2224,1.6195,0.00066125,297.5854,
20,3,1,2,0.52,1,0,10.5,1,299.3349,309.8527,310.3529,1,312.0857,1.7328,0.00065245,313.3316,314.5679
21,1,1,1,0.34,0,1,9.625,0,315.0884,324.7122,325.2266,1,326.949,1.7224,0.00065539,328.2112,
22,3,1,3,0.7,1,0,11.375,1,329.9622,341.351,341.858,1,342.9561,1.0979999999999999,0.00064879,344.8406,346.0728
